inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0,1.0,2.0,6.5,12.5,16.5,20.5,22.863961030678926,26.363961030678926,33.36396103067892,40.36396103067892,inf,inf,inf,inf,68.29898987322332,72.79898987322332,74.79898987322332,inf
inf,4.5,inf,inf,inf,inf,inf,20.742640687119284,inf,inf,inf,42.22792206135786,48.84924240491749,52.84924240491749,58.34924240491749,63.34924240491749,inf,76.07716446627535,79.79898987322332,inf
inf,11.5,inf,24.935028842544405,27.81370849898476,25.863961030678926,22.863961030678926,22.242640687119284,26.242640687119284,30.742640687119284,33.742640687119284,39.742640687119284,inf,inf,inf,68.34924240491749,inf,82.07716446627535,80.9558441227157,inf
inf,18.5,17.86396103067893,22.36396103067893,inf,24.27817459305202,inf,inf,27.899494936611664,inf,inf,40.81370849898476,inf,inf,inf,74.84924240491749,76.83452377915606,78.83452377915606,83.83452377915606,inf
inf,inf,inf,inf,inf,25.77817459305202,inf,inf,34.89949493661166,37.09188309203678,43.09188309203678,46.31370849898476,inf,inf,82.62741699796952,80.34924240491749,inf,inf,85.90559159102153,inf
inf,49.22792206135785,43.22792206135785,37.72792206135785,inf,28.77817459305202,30.727922061357855,36.22792206135786,39.89949493661166,inf,inf,inf,inf,85.80508652763321,86.39087296526012,inf,inf,90.54772721475248,94.40559159102153,inf
inf,50.29898987322333,inf,36.77817459305202,32.77817459305202,31.27817459305202,inf,inf,inf,inf,inf,inf,inf,inf,84.39087296526012,85.7193000900063,87.7193000900063,90.2193000900063,93.2193000900063,inf
inf,48.67766952966369,inf,inf,inf,32.27817459305202,32.692388155425114,34.192388155425114,35.5208152801713,37.5208152801713,39.5208152801713,inf,inf,inf,82.89087296526012,inf,inf,inf,97.29036790187178,inf
inf,inf,40.192388155425114,35.692388155425114,33.692388155425114,36.77817459305202,34.692388155425114,34.106601717798206,35.606601717798206,38.606601717798206,41.0208152801713,45.17766952966368,inf,83.14823227814082,81.39087296526012,85.89087296526012,90.89087296526012,94.39087296526012,101.39087296526012,inf
inf,43.14213562373095,40.64213562373095,37.22792206135785,37.192388155425114,37.22792206135785,inf,inf,inf,inf,42.142135623730944,44.142135623730944,inf,77.14823227814082,inf,inf,inf,96.19848480983498,96.85533905932736,inf
inf,46.64213562373095,43.59188309203678,42.22792206135785,41.192388155425114,42.72792206135785,43.59188309203678,47.59188309203678,inf,inf,45.642135623730944,43.556349186104036,inf,71.64823227814082,inf,inf,inf,89.69848480983498,91.35533905932736,inf
inf,inf,inf,inf,inf,46.8492424049175,47.59188309203678,50.66295090390226,inf,53.54163056034261,49.920310216782966,45.056349186104036,inf,64.14823227814082,inf,inf,inf,85.69848480983498,inf,inf
inf,inf,inf,inf,inf,54.3492424049175,52.59188309203678,55.3700576850888,inf,inf,47.88477631085023,49.556349186104036,52.12741699796951,58.62741699796951,63.62741699796951,70.1274169979695,78.6274169979695,86.6274169979695,90.64823227814081,inf
inf,inf,inf,inf,inf,61.07716446627535,57.59188309203678,58.95584412271571,58.83452377915606,52.83452377915606,50.88477631085023,51.420310216782966,inf,inf,inf,inf,inf,85.69848480983498,90.19848480983498,inf
inf,inf,inf,inf,inf,62.54163056034261,62.59188309203678,62.95584412271571,59.19848480983499,57.9558441227157,56.88477631085023,54.420310216782966,55.66295090390225,61.16295090390225,66.16295090390224,67.66295090390224,inf,85.34062043356593,89.73401871576772,inf
inf,inf,inf,inf,inf,inf,inf,66.26955262170046,inf,inf,inf,inf,57.9558441227157,inf,inf,70.16295090390224,74.73401871576772,81.73401871576772,85.23401871576772,inf
inf,98.8259018078045,97.31118318204307,89.87615433949867,83.87615433949867,81.87615433949867,76.87615433949867,72.76955262170046,73.34062043356593,76.4558441227157,inf,inf,60.9558441227157,inf,inf,75.66295090390224,inf,84.63351365237938,inf,inf
inf,97.3259018078045,93.8259018078045,88.8259018078045,86.11879502661796,83.37615433949867,82.66904755831212,80.76955262170046,77.4558441227157,74.4558441227157,72.9558441227157,68.4558441227157,63.9558441227157,inf,inf,80.16295090390224,83.66295090390224,88.16295090390224,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
